keys,en,ja,cn,tw,ptbr,es,kr,de,ru,pl,fr,ro,tr,esla
ITEM_DESC_32,Deal 100% more damage to enemies above 90% health,???90%?????????100%????????????, ??????90%?????100%????,[??] ??????90%?????100%????,Causa 100% a mais de dano para inimigos com 90% de vida ou mais, Inflinge un 100% de daño extra a enemigos que tengan su vida por encima del 90%,,Verursacht 100% mehr Schaden gegen Gegner über 90% HP.,??????? ?? 100% ?????? ????? ?????? ? ????? ??? 90% ????????,Zadaj 100% wi?cej obra?e? przeciwnikom z powy?ej 90% zdrowia,Inflige 100% de Dégâts supplémentaires aux ennemis dont la santé depasse 90%.,Provoci cu 100% mai mult damage inamicilor cu peste 90% via??,Can? %90’?n üzerindeki dü?manlara %100 daha fazla hasar ver., Inflige un 100% de daño extra a enemigos que tengan su vida por encima del 90%
ITEM_NAME_33,Unstable Module,?????????,?????,?????,Módulo instável,Módulo Inestable,,Instabiles Modul,???????????? ??????,Niestabilny modu?,Module Instable,Modul Instabil,Dengesiz Modül,Módulo inestable
ITEM_DESC_33,"Your damage increases by 25%, dropping to 1 heart will break this item",??????25%???\n???????????1????????????, ?????+25%???????1?????????, ?????+25%???????1?????????,Seu dano aumenta em 25%. Ficar com só 1 Coração quebra este item," Tu daño se incrementa en un 25%, si tu vida baja a un único corazón, este item se romperá",,"Dein Schaden erhöht sich um 25%. Fällst du auf 1 Herz, zerbricht das Item.","??????????? ???? ?? 25%, ?? ????? ???????? ?????? ?? 1 ??????, ??????? ???????????","Twój atak zostaje zwi?kszony o 25%, spadni?cie do 1 serca zniszczy ten przedmiot","Vos Dégâts augmentent de 25%, tomber à 1 Cœur détruit cet objet","Daunele tale cresc cu 25%, dar ajungerea la 1 inim? va distruge acest obiect",Hasar?n %25 artar; can?n 1 Kalbe dü?tü?ünde bu e?ya k?r?l?r.," Tu daño aumenta en un 25%, si tu vida baja a un único corazón, este objeto se romperá"
ITEM_NAME_34,Even Strike,?????,????,????,Golpe Equilibrado,Golpe Par,,Even Strike,?????? ????,Parzyste uderzenie,Frappe Paire,Even Strike,Çift Vuru?,Golpe par
ITEM_DESC_34,Even combo has a 50% chance to deal an extra 2 damage,???????????50%???????2?????????, ???????50%??????2???,[??] ???????50%??????2???,Combos ímpares tem 50% de chance de causar 2 de dano extra, Los combos pares tienen un 50% de hacer 2 de daño extra,,"Gerade Kombos haben 50% Chance, 2 zusätzliche Schaden zu verursachen.",? ?????? ????? ?????????? 50% ???? ??????? ????????????? 2 ?????,Parzyste combo ma 50% szansy na zadanie 2 dodatkowych obra?e?,Les Combos pairs ont 50% de chance d'infliger 2 Dégats supplémentaires,Combo-urile pare au o ?ans? de 50% s? provoace 2 damage-uri suplimentare,Çift say?l? kombolarda %50 ihtimalle +2 ek hasar verir., Los combos pares tienen un 50% de hacer 2 de daño extra
ITEM_NAME_35,Odd Strike,?????,????,????,Golpe Ímpar,Golpe Impar,,Odd Strike,???????? ????,Nieparzyste uderzenie,Frappe Impaire,Strike Ciudat,Tek Vuru?,Golpe impar
ITEM_DESC_35,Odd combo has a 50% chance to deal an extra 3 damage,???????????50%???????3?????????, ???????50%??????3???,[??] ???????50%??????3???,Combos ímpares tem 50% de chance de causar 3 de dano extra, Los combos impares tienen un 50% de hacer 3 de daño extra,,"Ungerade Kombos haben 50% Chance, 3 zusätzlichen Schaden zu verursachen.",? ???????? ????? ?????????? 50% ???? ??????? ????????????? 3 ?????,Nieparzyste combo ma 50% szansy na zadanie 3 dodatkowych obra?e?,Les Combos impairs ont 50% de chance d'infliger 3 Dégâts supplémentaires,Combo-urile impare au o ?ans? de 50% s? provoace 3 damage-uri suplimentare,Tek say?l? kombolarda %50 ihtimalle +3 ek hasar verir., Los combos impares tienen un 50% de hacer 3 de daño extra
ITEM_NAME_36,Blue Rangs,??????,?????,?????,Azurangues,Bumerazul,,Blue Rangs,????????,Niebieskie bumerangi,Boomerang,Ranguri Albastre,Mavi Bumerang,Bumerazul
ITEM_DESC_36,Chance to spawn a boomerang that bounces off all enemies for 200% damage,?????????????????\n????????????200%??????????, ???????????????????????200%??,[??] ??????????????????????200%??,"Chance de gerar um bumerangue que ricocheteia em todos os inimigos, causando 200% de dano", Probabilidad de generar un búmeran que bota por los enemigos e inflige 200% de daño,,"Chance, einen Boomerang zu spawnen, der von allen Gegnern abprallt und 200% Schaden verursacht.","?????????? ???? ????????? ????????, ??????? ??????????? ?? ???? ?????? ? ??????? 200% ?????",Szansa na pojawienie si? bumerangu obijaj?cego si? od wszystkich przeciwników zadaj?c 200% obra?e?,Chance de faire apparaître un boomerang qui rebondit sur chaque ennemi et inflige 200% de Dégâts.,"?ans? s? generezi un bumerang care rico?eaz? între to?i inamicii, provocând 200% damage",Vuru?ta tüm dü?manlardan sekip %200 hasar veren bir bumerang olu?turma ?ans?., Probabilidad de generar un búmeran que bota por los enemigos e inflige 200% de daño
ITEM_NAME_37,Trailblazer,?????????,????,????,Desbravador,Rastro Ígneo,,Trailblazer,?????????????,Ognista ?cie?ka,Pionnier,Trailblazer,?z Açan,Rastro ígneo
ITEM_DESC_37,Leaves a trail of fire that stays for 1 second and deal 50% of your attack,????????1??????????\n???????????50%?, ?????1????????????50%?????, ?????1????????????50%?????,Deixa um rastro de fogo que permanece por 1 segundo e causa 50% do seu ataque," Deja un rastro de fuego que permanece por 1 segundo, todo virus al contacto del fuego recibirá un 50% de tu ataque",,"Hinterlässt eine Feuer Spur, die 1 Sekunde bleibt und 50% deines Angriffs verursacht.","????????? ?? ????? ???????? ????, ?????????? ????? 1 ???. ? ????????? 50%  ?????",Zostawia ognist? ?cie?k? na 1 sekund? i zadaje 50% twojego ataku,Laisse une trainée de feu qui dure 1 seconde et inflige 50% de Dégats,Las? o dâr? de foc care r?mâne timp de 1 secund? ?i provoac? 50% din atacul t?u,1 saniye süreyle kalan ate? izi b?rak?r; iz sald?r?n?n %50’si kadar hasar verir.," Deja un rastro de fuego que permanece por 1 segundo, todo virus al contacto del fuego recibirá un 50% de tu ataque"
ITEM_NAME_38,Explosive Temper,?????,????,????,Temperamento Explosivo,Temperamento Explosivo,,Explosive Temper,???????? ????,Wybuchowy temperament,Tempérament Explosif,Fire Exploziv?,Patlay?c? Öfke,Temperamento explosivo
ITEM_DESC_38,Getting hit causes you to explode in an area to deal 800% of your attack.,?????????????????\n???800???????????, ??????????????????????500%?????,[??] ??????????????????????500%?????,"Ser atingido gera uma explosão em área, causando 800% do seu ataque.", Al recibir daño haces que explote en un área alrededor tuyo infligiendo un 800% de tu ataque.,,Wenn du getroffen wirst explodierst du in der Umgebung und verursachst 800% deines Angriffs.,"??? ????????? ????? ??????????, ?????? 800% ????? ?? ???????.","Otrzymywanie obra?e? powoduje, ?e wybuchasz zadaj?c 800% twojego ataku",Subir des Dégâts vous fait exploser dans une zone et inflige 800% de Dégâts,"Când e?ti lovit, explodezi într-o zon? ?i provoci 800% din atacul t?u",Hasar ald???nda etrafa sald?r?n?n %800’ü kadar hasar veren bir patlama yarat?r., Al recibir daño haces que explote en un área alrededor tuyo infligiendo un 800% de tu ataque.
ITEM_NAME_39,AFK Module,AFK?????,????,????,Módulo AFK,Módulo AFK,,AFK Modul,AFK-??????,Modu? AFK,Module AFK,Modul AFK,AFK Modülü,Módulo AFK
ITEM_DESC_39,Dealing no damage also racks up your combo,???????????????????????, ?????????????, ?????????????,Não causar dano também conta para o seu combo, Subirás tu combo aunque no hagas daño,,Auch ohne Schaden zu verursachen steigt deine Kombo weiter an.,"???? ?? ??????, ?? ??????????? ??????????? ?????",Nie zadawanie obra?e? równie? zwi?ksza twoje combo,Ton combo augmente même lorsque tu n'infliges pas de Dégâts.,"Chiar ?i f?r? a provoca daune, combo-ul t?u continu? s? creasc?",Hasar vermesen bile kombon birikir., Subirás tu combo aunque no hagas daño
ITEM_NAME_40,Heart Lock,??????,???,???,Cadeado de Coração,Cerradura de Corazón,,Heart Lock,????? ?? ??????,Klucz do serca,Serrure Cœur,Heart Lock,Kalp Kilidi,Cerradura de corazón
ITEM_DESC_40,Heals half of your max hearts upon key consumption,???????????????50%??????, ??????????????, ??????????????,Cura metade dos seus corações ao usar uma chave, Cura la mitad de tu vida máxima al usar una llave,,"Heilt die Hälfte deiner maximalen Herzen, wenn du einen Schlüssel verbrauchst.",??????????????? ???????? ????????????? ???????? ??? ????????????? ?????,Leczy po?ow? twojej maksymalnej liczby serc po zu?yciu klucza,Soigne la moitié de ta vie maximale lorsqu'une clé est utilisée,Vindec? jum?tate din inimile maxime la folosirea unei chei,Anahtar harcand???nda maksimum kalplerinin yar?s? kadar iyile?tirir., Cura la mitad de tu vida máxima al usar una llave
ITEM_NAME_41,CD Launcher,CD?????,?????,?????,Lança-CDs,Lanzador de CDs,,CD Launcher,CD-?????,Odtwarzacz CD,Lanceur de CD,Lansator de CD-uri,CD F?rlat?c?,Lanzador de CD
ITEM_DESC_41,"Chance to launch a bouncing disc that deals 300% of your attack, disc lasts for 3 seconds",????????????????????\n???????????300%?\n?????3??, ??????????????300%????????3?,[??] ??????????????300%????????3?,Chance de lançar um disco que ricocheteia causando 300% do seu ataque durante 3 segundos," Probabilidad de lanzar un disco rebotante que hará el 300% de tu ataque, el disco permanecerá 3 segundos",,"Chance, eine abprallende Disc zu werfen, die 300% deines Angriffs verursacht. Hält 3 Sekunden an.","?????????? ???? ????????? ??????????? ????, ????????? 300% ????? ? ?????????? ?? ???? 3 ???.","Szansa na wystrzelenie odbijaj?cego si? dysku który zadaje 300% twojego ataku, dysk utrzymuje si? przez 3 sekundy",Chance de lancer un disque rebondissant qui inflige 300% de Dégâts et dure 3 secondes.,?ans? s? lansezi un disc s?ritor care provoac? 300% din atacul t?u ?i dureaz? 3 secunde,"Vuru?ta sekebilen, 3s boyunca kalan ve sald?r?n?n %300’ü kadar hasar veren bir disk f?rlatma ?ans?."," Probabilidad de lanzar un disco que rebota y hará el 300% de tu ataque, el disco permanecerá 3 segundos"
ITEM_NAME_42,Key Hoarder,???????,?????,?????,Acumulador de Chaves,Acumulador de Llaves,,Key Hoarder,???????????? ??????,Zbieracz kluczy,Accumulateur de clé,Cheie Hoarder,Anahtar Tüccar?,Acumulador de llaves
ITEM_DESC_42,Gain 1 attack for every 2 keys you possess,????1????????+1, ???????????+1, ???????????+1,Ganha 1 de Ataque para cada 2 chaves que você possuir, Gana 1 de ataque por cada 2 llaves que tengas,,"Erhalte +1 Angriff für je 2 Schlüssel, die du besitzt. ","+1 ? ????? ?? ?????? 2 ?????, ??? ? ??? ????",Zyskaj 1 atak za ka?de 2 klucze które posiadasz,Gagne 1 attaque pour chaque paires de clé que tu possèdes,Prime?ti +1 atac pentru fiecare 2 chei de?inute,Sahip oldu?un her 2 anahtar için +1 Sald?r? kazan?rs?n., Gana 1 de ataque por cada 2 llaves que tengas
ITEM_NAME_43,Executioner Core,???????????,????,????,Núcleo Carrasco,Núcleo de Ejecutador,,Executioner Kern,???? ??????,Rdze? kata,Processeur Executeur,Nucleu Executor,Cellat Çekirde?i,Núcleo del ejecutador
ITEM_DESC_43,Instantly defeat viruses below 20% health,?????20%????????????????, ???????20%???, ???????20%???,Automaticamente derrota vírus com 20% de vida ou menos, Inspecciona instantáneamente a cualquier virus que tenga su vida al 20% o menos,,Besiegt sofort Viren unter 20% HP.,????????? ???????? ??????? ?? ????????? ???? 20%,Natychmiast pokonaj wirusy poni?ej 20% zdrowia,Vainc les virus en dessous de 20% de santé.,Învingi instant virusurile cu sub 20% via??,Sa?l??? %20’nin alt?ndaki virüsleri an?nda yok eder., Derrota instantáneamente a cualquier virus que tenga su vida al 20% o menos
ITEM_NAME_44,Focus Core,???????,????,????,Núcleo Focal,Núcleo Objetivo,,Fokus Kern,???? ??????,Rdze? skupienia,Focus,Nucleul de Focus,Odak Çekirde?i,Núcleo de concentración
ITEM_DESC_44,Increase damage by 20% on single-targets,?????????+20%, ????????????20%, ????????????20%,Aumenta o dano em 20% em alvos únicos, Aumenta el daño en un 20% en objetivos únicos,,Erhöht Schaden an Einzelzielen um 20%.,??????????? ???? ?? ????????? ????? ?? 20%,Zwi?ksza obra?enia o 20% na  pojedynczych przeciwnikach,Augmente les Dégâts de 20% pour les ennemis isolés,M?re?te damage-ul cu 20% împotriva ?intelor individuale,Tek hedeflerde hasar? %20 art?r?r., Aumenta el daño en un 20% en objetivos únicos
ITEM_NAME_45,Battery Charge,???????,????,????,Carga de Bateria,Carga de Batería,,Battery Charge,????? ???????,?adowanie baterii,Recharge de Batterie,Înc?rcare Baterie,Batarya ?arj?,Carga de batería
ITEM_DESC_45,Your EXEs gain an extra charge permanently,EXE??????1??????\n????????????, ??EXE??????????, ??EXE??????????,Seus EXEs ganham 2 cargas extra permanentemente, Tus EXEs ganan una carga extra permanentemente,,Deine EXEs erhalten permanent 1 zusätzliche Ladung.,EXE-?????? ???????? ???????? ???? ?????????????? ?????,Twoje pliki EXE zyskuj? stale dodatkowe u?ycie,Tes EXE gagnent 1 charge supplémentaire de manière permanantes,Programele tale EXE primesc permanent o înc?rcare suplimentar?,EXE’lerine kal?c? olarak 1 ek ?arj kazand?r?r., Tus EXE ganan una carga extra permanentemente
ITEM_NAME_46,Haggler Core,??????,????,????,Núcleo de Barganha,Núcleo de Regateo,,Haggler Kern,???? ???????,Rdze? negocjatora,Jongleur,Nucleul Negustorului,Pazarc? Çekirde?i,Núcleo de regateo
ITEM_DESC_46,Your first purchase from a shop from each stage is free,????????????????????????????, ????????????????,[??] ????????????????,Sua primeira compra na loja em cada fase é grátis, Tu primera compra de una tienda en cada disco es gratuita,,Dein erster Kauf im Shop jeder Stage ist kostenlos.,?????? ??????? ? ???????? ?? ?????? ????? ?????????,Twój pierwszy zakup w sklepie na ka?dym poziomie jest darmowy,Votre premier achat dans une boutique de chaque niveau est offert.,Prima ta achizi?ie dintr-un magazin din fiecare nivel este gratuit?,Her bölümdeki ma?azadan yapt???n ilk al??veri? ücretsizdir., Tu primera compra de una tienda en cada disco es gratuita
ITEM_NAME_47,Last Shield,????,????,????,Último Escudo,Último Escudo,,Last Shield,????????? ???,Ostatni bastion,Dernier Blouclier,Ultimul Scut,Son Kalkan,Último escudo
ITEM_DESC_47,Obtain 1 shield after falling to 1 heart then this item will break ,???????1????????????+1?\n???????????, ?????1?????1???????????,[??] ?????1?????1???????????,"Ganhe 1 de escudo ao ficar com 1 de coração, e então este item quebra"," Obtienes 1 escudo si tu vida baja a un único corazón, este item se romperá",,"Verleiht dir 1 Schild, wenn du auf 1 Herz fällst. Dann zerbricht das Item.","????? ???????? ?????? ?? 1 ??????, ???? 1 ???, ????? ???? ??????? ???????????",Otrzymaj 1 tarcz? po spadni?ciu do 1 serca. Po aktywacji ten przedmiot zostaje zniszczony,"Gagne 1 bouclier après être décendu a 1 coeur, puis cet objet se brisera","Prime?ti 1 scut când ajungi la 1 inim?, apoi item-ul se distruge",1 Kalbe dü?tü?ünde 1 Kalkan elde et; ard?ndan bu e?ya k?r?l?r.," Obtienes 1 escudo si tu vida baja a un único corazón, este objeto se romperá"
ITEM_NAME_48,Paint Bucket,??????,???,???,Balde de Tinta,Cubo de Pintura,,Paint Bucket,????? ??????,Kube? farby,Sceau de Peinture,C?leat? cu Vopsea,Boya Kovas?,Cubo de pintura
ITEM_DESC_48,"Spill paint at your cursor every 3s, it stays on screen for 1s and deals 200% contact damage to enemies",3????????????????\n????1?????????????200%??????????, ?3??????????????1???????200%?????,[??] ?3??????????????1???????200%?????,Espalha tinta no seu cursor a cada 3s. Ela fica na tela por 1s e causa 200% de dano de contato em inimigos," Derrama pintura a tu cursor cada 3 segundos, permanecerá la pintura 1 segundo en la pantalla haciendo un 200% de daño a todos los enemigos al contacto",,Es tropft alle 3 Sekunden Farbe am Cursor. Hält 1 Sekunde an und verursacht 200% Kontaktschaden.,"?????? 3 ???. ????????? ???? ?????? ???, ??? ????????? ??????. ?????? ???????? ?? ?????? 1 ???. ? ??????? 200% ????? ??? ????????","Wylej farb? na swój kursor co 3 sekundy, zostaje na ekranie na 1 sekund? i zadaje 200% obra?e? przy kontakcie ",Asperge ton curseur de peinture toutes les 3 secondes. Il reste sur l'écran pendant 1s et inflige 200% de dégats au contact avec les ennemis,V?rsa vopsea la cursor la fiecare 3 secunde; aceasta r?mâne 1 secund? pe ecran ?i provoac? 200% damage de contact inamicilor,?mleçte her 3s’de boya saçar; boya 1s kal?r ve temas eden dü?manlara %200 temas hasar? verir.," Derrama pintura a tu cursor cada 3 segundos, permanecerá la pintura 1 segundo en la pantalla haciendo un 200% de daño a todos los enemigos al contacto"
ITEM_NAME_49,Binary Bomber,???????,??????,??????,Bombardeiro Binário,Bomba binaria,,Binary Bomber,???????? ??????,Bombardier binarny ,Bombardier,Bomber Binar,?kili Bombac?,Bomba binaria
ITEM_DESC_49,"Every 5 seconds in combat, launches a binary bomb at the closest enemy for 600% attack",????5????????????????\n????????????????600%??????????, ????5?????????????????600%?????, ????5????????????????600%?????,"A cada 5 segundos em combate, lança uma bomba binária no inimigo mais próximo causando 600% de ataque"," Cada 5 segundos en combate, dispara una bomba binaria al enemigo más cercano que hará un 600% de tu ataque",,Alle 5 Sekunden im Kampf wird eine Binär Bombe auf den nächsten Gegner geschleudert. Verursacht 600% Schaden.,"?????? 5 ???. ?? ????? ??? ????????? ? ?????????? ????? ???????? ?????, ????????? 600% ?????",Co 5 sekund w walce wyrzuca bomb? binarn? na najbli?szego przeciwnika zadaj?c? 600% ataku,"Toutes les 5 secondes en combat, lance une Bombe Binaire sur l'ennemi le plus proche pour 600% de dégâts","La fiecare 5 secunde în lupt?, lanseaz? o bomb? binar? asupra celui mai apropiat inamic, provocând 600% atac",Sava?ta her 5s’de en yak?n dü?mana sald?r?n?n %600’ü kadar hasar veren bir ikili bomba f?rlat?r.," Cada 5 segundos en combate, dispara una bomba binaria al enemigo más cercano que hará un 600% de tu ataque"
ITEM_NAME_50,User Daggers,???????,????,????,Adagas do Usuário,Dagas Personales,,User Daggers,??????? ????????????,Sztylety u?ytkownika,Dagues usées,Utilizator de Dragger,Kullan?c? Hançerleri,Dagas personales
ITEM_DESC_50,Defeating a virus spawns 3 homing daggers that deal 500% to nearby enemies,?????????????????3?????\n????????500%??????????, ?????????3?????????????1000%??, ?????????3?????????????1000%??,Derrotar um vírus gera 3 adagas teleguiadas que causam 500% de dano em inimigos próximos, Al inspeccionar un virus lanza 3 dagas que persiguen a enemigos cercanos efectuando un 500% de tu ataque,,"Beim Besiegen eines Virus erscheinen 3 selbstzielende Dolche, die 500% Schaden verursachen.","????? ???????? ?????? ????????? 3 ??????????????? ???????, ????????? ?? 500% ????? ????????? ??????",Pokonanie wirusa powoduje pojawienie si? 3 sztyletów zadaj?cych 500% pobliskim przeciwnikom,Vaincre un Virus fait apparaître 3 dagues qui infligent 500% de dégats aux ennemis proches,Învingerea unui virus creeaz? 3 pumnale ghidate care provoac? 500% damage inamicilor apropia?i,Bir virüsü yenince yak?n dü?manlara yönelen 3 güdümlü hançer olu?ur; hançerler %500 hasar verir., Al inspeccionar un virus lanza 3 dagas que persiguen a enemigos cercanos efectuando un 500% de tu ataque
